source,target
INTERFERON_GAMMA_RESPONSE,HLA-DMA
INTERFERON_GAMMA_RESPONSE,EIF4E3
INTERFERON_GAMMA_RESPONSE,SRI
INFLAMMATORY_RESPONSE,SRI
UV_RESPONSE_DN,SRI
INTERFERON_GAMMA_RESPONSE,NUP93
INTERFERON_GAMMA_RESPONSE,OAS3
ALLOGRAFT_REJECTION,LCP2
INTERFERON_GAMMA_RESPONSE,LCP2
INFLAMMATORY_RESPONSE,LCP2
COMPLEMENT,LCP2
INTERFERON_GAMMA_RESPONSE,P2RY14
ALLOGRAFT_REJECTION,GZMA
INTERFERON_GAMMA_RESPONSE,GZMA
COMPLEMENT,GZMA
ALLOGRAFT_REJECTION,IFNAR2
INTERFERON_GAMMA_RESPONSE,IFNAR2
INTERFERON_GAMMA_RESPONSE,PLA2G4A
COMPLEMENT,PLA2G4A
ALLOGRAFT_REJECTION,IL2RB
APICAL_SURFACE,IL2RB
INTERFERON_GAMMA_RESPONSE,IL2RB
IL2_STAT5_SIGNALING,IL2RB
INFLAMMATORY_RESPONSE,IL2RB
ALLOGRAFT_REJECTION,HLA-A
INTERFERON_GAMMA_RESPONSE,HLA-A
INTERFERON_GAMMA_RESPONSE,HLA-DRB1
INTERFERON_GAMMA_RESPONSE,IL10RA
IL2_STAT5_SIGNALING,IL10RA
INFLAMMATORY_RESPONSE,IL10RA
KRAS_SIGNALING_UP,IL10RA
INTERFERON_GAMMA_RESPONSE,KLRK1
INTERFERON_GAMMA_RESPONSE,SLAMF7
INTERFERON_GAMMA_RESPONSE,NCOA3
IL2_STAT5_SIGNALING,NCOA3
ALLOGRAFT_REJECTION,CD86
APICAL_JUNCTION,CD86
INTERFERON_GAMMA_RESPONSE,CD86
IL2_STAT5_SIGNALING,CD86
INTERFERON_GAMMA_RESPONSE,XCL1
ALLOGRAFT_REJECTION,PSMB10
XENOBIOTIC_METABOLISM,PSMB10
INTERFERON_GAMMA_RESPONSE,PSMB10
ALLOGRAFT_REJECTION,HLA-G
INTERFERON_GAMMA_RESPONSE,HLA-G
INTERFERON_GAMMA_RESPONSE,XAF1
INTERFERON_GAMMA_RESPONSE,BANK1
MTORC1_SIGNALING,MTHFD2
INTERFERON_GAMMA_RESPONSE,MTHFD2
UNFOLDED_PROTEIN_RESPONSE,MTHFD2
E2F_TARGETS,MTHFD2
INTERFERON_GAMMA_RESPONSE,GPR18
INTERFERON_GAMMA_RESPONSE,SERPING1
COAGULATION,SERPING1
COMPLEMENT,SERPING1
INTERFERON_GAMMA_RESPONSE,NOD1
PI3K_AKT_MTOR_SIGNALING,NOD1
INTERFERON_GAMMA_RESPONSE,FPR1
INFLAMMATORY_RESPONSE,FPR1
INTERFERON_GAMMA_RESPONSE,LYSMD2
ALLOGRAFT_REJECTION,ST8SIA4
INTERFERON_GAMMA_RESPONSE,ST8SIA4
INTERFERON_GAMMA_RESPONSE,RBCK1
GLYCOLYSIS,RBCK1
INTERFERON_GAMMA_RESPONSE,VAMP8
P53_PATHWAY,VAMP8
INTERFERON_GAMMA_RESPONSE,VAMP5
INTERFERON_GAMMA_RESPONSE,GBP6
MYC_TARGETS_V1,PSMA2
INTERFERON_GAMMA_RESPONSE,PSMA2
INTERFERON_GAMMA_RESPONSE,RNF213
XENOBIOTIC_METABOLISM,CFB
INTERFERON_GAMMA_RESPONSE,CFB
COAGULATION,CFB
KRAS_SIGNALING_UP,CFB
COMPLEMENT,CFB
ALLOGRAFT_REJECTION,IRF4
INTERFERON_GAMMA_RESPONSE,IRF4
IL2_STAT5_SIGNALING,IRF4
MTORC1_SIGNALING,FGL2
INTERFERON_GAMMA_RESPONSE,FGL2
IL2_STAT5_SIGNALING,FGL2
INTERFERON_GAMMA_RESPONSE,IRF5
PEROXISOME,MVP
INTERFERON_GAMMA_RESPONSE,MVP
KRAS_SIGNALING_UP,BPGM
HEME_METABOLISM,BPGM
INTERFERON_GAMMA_RESPONSE,BPGM
ALLOGRAFT_REJECTION,HLA-DQA1
INTERFERON_GAMMA_RESPONSE,HLA-DQA1
INTERFERON_GAMMA_RESPONSE,IDO1
INTERFERON_GAMMA_RESPONSE,RIPK1
PI3K_AKT_MTOR_SIGNALING,RIPK1
INTERFERON_GAMMA_RESPONSE,NLRC5
APICAL_JUNCTION,CD274
INTERFERON_GAMMA_RESPONSE,CD274
INTERFERON_GAMMA_RESPONSE,APOL6
INTERFERON_GAMMA_RESPONSE,CMKLR1
INFLAMMATORY_RESPONSE,CMKLR1
KRAS_SIGNALING_UP,CMKLR1
INTERFERON_GAMMA_RESPONSE,PELI1
INTERFERON_GAMMA_RESPONSE,ZNFX1
ALLOGRAFT_REJECTION,IRF8
XENOBIOTIC_METABOLISM,IRF8
INTERFERON_GAMMA_RESPONSE,IRF8
IL2_STAT5_SIGNALING,IRF8
KRAS_SIGNALING_UP,IRF8
INTERFERON_GAMMA_RESPONSE,CFH
COAGULATION,CFH
KRAS_SIGNALING_UP,CFH
COMPLEMENT,CFH
PEROXISOME,ISOC1
BILE_ACID_METABOLISM,ISOC1
INTERFERON_GAMMA_RESPONSE,ISOC1
ALLOGRAFT_REJECTION,TAPBP
INTERFERON_GAMMA_RESPONSE,TAPBP
INFLAMMATORY_RESPONSE,TAPBP
INTERFERON_GAMMA_RESPONSE,SELP
IL2_STAT5_SIGNALING,SELP
INTERFERON_GAMMA_RESPONSE,SPPL2A
INTERFERON_GAMMA_RESPONSE,SECTM1
INTERFERON_GAMMA_RESPONSE,IFIT1
UNFOLDED_PROTEIN_RESPONSE,IFIT1
MYC_TARGETS_V1,PSMB2
INTERFERON_GAMMA_RESPONSE,PSMB2
INTERFERON_GAMMA_RESPONSE,ITGB7
INTERFERON_GAMMA_RESPONSE,TOR1B
XENOBIOTIC_METABOLISM,UPP1
INTERFERON_GAMMA_RESPONSE,UPP1
P53_PATHWAY,UPP1
INTERFERON_GAMMA_RESPONSE,C1R
COAGULATION,C1R
COMPLEMENT,C1R
INTERFERON_GAMMA_RESPONSE,SAMHD1
INTERFERON_GAMMA_RESPONSE,IL18BP
ALLOGRAFT_REJECTION,STAT4
INTERFERON_GAMMA_RESPONSE,STAT4
ALLOGRAFT_REJECTION,CD40
INTERFERON_GAMMA_RESPONSE,CD40
INFLAMMATORY_RESPONSE,CD40
INTERFERON_GAMMA_RESPONSE,ZBP1
INTERFERON_GAMMA_RESPONSE,FCGR1A
INTERFERON_GAMMA_RESPONSE,OAS2
INTERFERON_GAMMA_RESPONSE,AUTS2
INTERFERON_GAMMA_RESPONSE,CIITA
INTERFERON_GAMMA_RESPONSE,MARCHF1
APICAL_JUNCTION,ITGA10
APICAL_JUNCTION,BAIAP2
P53_PATHWAY,BAIAP2
APICAL_JUNCTION,NECTIN3
APICAL_JUNCTION,CDH3
APICAL_JUNCTION,LDLRAP1
APICAL_JUNCTION,CLDN8
KRAS_SIGNALING_DN,CLDN8
APICAL_JUNCTION,SIRPA
APICAL_JUNCTION,TRO
APICAL_JUNCTION,ALOX15B
P53_PATHWAY,ALOX15B
APICAL_JUNCTION,LAYN
APICAL_JUNCTION,NEXN
APICAL_JUNCTION,COL17A1
APICAL_JUNCTION,VAV2
ANGIOGENESIS,VAV2
UV_RESPONSE_DN,VAV2
APICAL_JUNCTION,TSPAN4
APICAL_JUNCTION,PFN1
PI3K_AKT_MTOR_SIGNALING,PFN1
COMPLEMENT,PFN1
ALLOGRAFT_REJECTION,MMP9
APICAL_JUNCTION,MMP9
COAGULATION,MMP9
KRAS_SIGNALING_UP,MMP9
APICAL_JUNCTION,FLNC
APICAL_JUNCTION,CNN2
APICAL_JUNCTION,CERCAM
APICAL_JUNCTION,AMIGO1
APICAL_JUNCTION,CD99
APICAL_JUNCTION,CDH4
APICAL_JUNCTION,NECTIN1
APICAL_JUNCTION,GRB7
APICAL_JUNCTION,AMIGO2
APICAL_JUNCTION,CTNND1
APICAL_JUNCTION,PKD1
APICAL_JUNCTION,NRTN
APICAL_JUNCTION,SLC30A3
KRAS_SIGNALING_DN,SLC30A3
APICAL_JUNCTION,RRAS
APICAL_JUNCTION,ATP1A3
APICAL_JUNCTION,NFASC
APICAL_JUNCTION,THBS3
APICAL_JUNCTION,INPPL1
APICAL_JUNCTION,LIMA1
APICAL_JUNCTION,ITGA2
COAGULATION,ITGA2
EPITHELIAL_MESENCHYMAL_TRANSITION,ITGA2
KRAS_SIGNALING_UP,ITGA2
APICAL_JUNCTION,CLDN15
APICAL_JUNCTION,ICAM5
APICAL_JUNCTION,ITGA3
APICAL_JUNCTION,TNFRSF11B
EPITHELIAL_MESENCHYMAL_TRANSITION,TNFRSF11B
APICAL_JUNCTION,AMH
APICAL_JUNCTION,DSC3
APICAL_JUNCTION,YWHAH
FATTY_ACID_METABOLISM,YWHAH
PEROXISOME,YWHAH
APICAL_JUNCTION,IRS1
UV_RESPONSE_DN,IRS1
APICAL_JUNCTION,CDH8
APICAL_JUNCTION,RAC2
APICAL_JUNCTION,NRAP
APICAL_JUNCTION,HRAS
P53_PATHWAY,HRAS
PEROXISOME,HRAS
PI3K_AKT_MTOR_SIGNALING,HRAS
APICAL_JUNCTION,CRB3
APICAL_JUNCTION,CNTN1
APICAL_JUNCTION,MADCAM1
APICAL_JUNCTION,SRC
COMPLEMENT,SRC
ALLOGRAFT_REJECTION,PTPRC
APICAL_JUNCTION,PTPRC
APICAL_JUNCTION,ADAM15
APICAL_JUNCTION,GAMT
KRAS_SIGNALING_DN,GAMT
APICAL_JUNCTION,BMP1
COAGULATION,BMP1
EPITHELIAL_MESENCHYMAL_TRANSITION,BMP1
APICAL_JUNCTION,MSN
APICAL_JUNCTION,LAMA3
EPITHELIAL_MESENCHYMAL_TRANSITION,LAMA3
APICAL_JUNCTION,MPZL1
APICAL_JUNCTION,DMP1
APICAL_JUNCTION,MYL9
EPITHELIAL_MESENCHYMAL_TRANSITION,MYL9
APICAL_JUNCTION,CDSN
APICAL_JUNCTION,EXOC4
APICAL_JUNCTION,TIAL1
APICAL_JUNCTION,WNK4
APICAL_JUNCTION,CD276
APICAL_JUNCTION,MAP4K2
APICAL_JUNCTION,CLDN11
APICAL_JUNCTION,CD209
APICAL_JUNCTION,CX3CL1
APICAL_SURFACE,CX3CL1
INFLAMMATORY_RESPONSE,CX3CL1
APICAL_JUNCTION,ICAM4
INFLAMMATORY_RESPONSE,ICAM4
HEME_METABOLISM,ICAM4
APICAL_JUNCTION,DHX16
APICAL_JUNCTION,PTEN
UV_RESPONSE_DN,PTEN
PI3K_AKT_MTOR_SIGNALING,PTEN
APICAL_JUNCTION,PLCG1
PI3K_AKT_MTOR_SIGNALING,PLCG1
APICAL_JUNCTION,JUP
XENOBIOTIC_METABOLISM,JUP
KRAS_SIGNALING_UP,JUP
APICAL_JUNCTION,SLIT2
EPITHELIAL_MESENCHYMAL_TRANSITION,SLIT2
APICAL_JUNCTION,CLDN19
APICAL_JUNCTION,ADAMTS5
APICAL_JUNCTION,PPP2R2C
APICAL_JUNCTION,TUBG1
MTORC1_SIGNALING,TUBG1
E2F_TARGETS,TUBG1
APICAL_JUNCTION,CTNNA1
APICAL_JUNCTION,NECTIN4
APICAL_JUNCTION,CLDN6
APICAL_JUNCTION,MAPK11
APICAL_JUNCTION,PCDH1
APICAL_JUNCTION,CADM3
APICAL_JUNCTION,DSC1
APICAL_JUNCTION,PECAM1
COAGULATION,PECAM1
KRAS_SIGNALING_UP,PECAM1
APICAL_JUNCTION,JAM3
SPERMATOGENESIS,JAM3
APICAL_JUNCTION,NRXN2
APICAL_JUNCTION,ARPC2
APICAL_JUNCTION,NLGN3
APICAL_JUNCTION,CDH11
EPITHELIAL_MESENCHYMAL_TRANSITION,CDH11
APICAL_JUNCTION,ZYX
APICAL_JUNCTION,ITGA9
APICAL_JUNCTION,SGCE
APICAL_JUNCTION,GNAI2
COMPLEMENT,GNAI2
APICAL_JUNCTION,SHC1
UNFOLDED_PROTEIN_RESPONSE,SHC1
APICAL_JUNCTION,CDH15
APICAL_JUNCTION,CLDN5
APICAL_JUNCTION,CLDN4
APICAL_JUNCTION,CLDN14
APICAL_JUNCTION,VWF
COAGULATION,VWF
APICAL_JUNCTION,SYK
ALLOGRAFT_REJECTION,FYB1
APICAL_JUNCTION,FYB1
APICAL_JUNCTION,MPZL2
KRAS_SIGNALING_UP,MPZL2
ALLOGRAFT_REJECTION,THY1
APICAL_JUNCTION,THY1
APICAL_SURFACE,THY1
HEDGEHOG_SIGNALING,THY1
EPITHELIAL_MESENCHYMAL_TRANSITION,THY1
APICAL_JUNCTION,PALS1
APICAL_JUNCTION,NEGR1
APICAL_JUNCTION,CDH6
EPITHELIAL_MESENCHYMAL_TRANSITION,CDH6
APICAL_JUNCTION,CADM2
APICAL_JUNCTION,ADRA1B
APICAL_JUNCTION,NECTIN2
APICAL_JUNCTION,CDK8
APICAL_JUNCTION,ACTG2
APICAL_JUNCTION,EVL
APICAL_JUNCTION,ADAM23
APICAL_JUNCTION,SKAP2
MTORC1_SIGNALING,SKAP2
APICAL_JUNCTION,ADAM9
COAGULATION,ADAM9
COMPLEMENT,ADAM9
APICAL_JUNCTION,CLDN9
GLYCOLYSIS,CLDN9
APICAL_JUNCTION,VCAN
ANGIOGENESIS,VCAN
GLYCOLYSIS,VCAN
EPITHELIAL_MESENCHYMAL_TRANSITION,VCAN
APICAL_JUNCTION,TMEM8B
APICAL_SURFACE,TMEM8B
APICAL_JUNCTION,PIK3R3
MTORC1_SIGNALING,PIK3R3
UV_RESPONSE_DN,PIK3R3
PI3K_AKT_MTOR_SIGNALING,PIK3R3
APICAL_JUNCTION,PDZD3
APICAL_JUNCTION,PBX2
APICAL_JUNCTION,CD34
APICAL_JUNCTION,NLGN2
APICAL_JUNCTION,PARVA
APICAL_JUNCTION,CAP1
APICAL_JUNCTION,STX4
COMPLEMENT,STX4
APICAL_JUNCTION,FBN1
COAGULATION,FBN1
EPITHELIAL_MESENCHYMAL_TRANSITION,FBN1
APICAL_JUNCTION,ICAM2
APICAL_JUNCTION,ARHGEF6
APICAL_JUNCTION,NF2
SPERMATOGENESIS,NF2
APICAL_JUNCTION,AKT3
PANCREAS_BETA_CELLS,AKT3
UV_RESPONSE_DN,AKT3
APICAL_JUNCTION,PIK3CB
APICAL_JUNCTION,COL16A1
EPITHELIAL_MESENCHYMAL_TRANSITION,COL16A1
APICAL_JUNCTION,IKBKG
APICAL_JUNCTION,ACTB
APICAL_JUNCTION,CLDN18
APICAL_JUNCTION,PARD6G
APICAL_JUNCTION,KRT31
APICAL_JUNCTION,RSU1
APICAL_JUNCTION,MYL12B
APICAL_JUNCTION,VASP
APICAL_JUNCTION,SYMPK
APICAL_JUNCTION,COL9A1
APICAL_SURFACE,NCOA6
APICAL_SURFACE,GATA3
COMPLEMENT,GATA3
APICAL_SURFACE,CRYBG1
APICAL_SURFACE,NTNG1
APICAL_SURFACE,RTN4RL1
APICAL_SURFACE,AKAP7
APICAL_SURFACE,SULF2
APICAL_SURFACE,ATP6V0A4
APICAL_SURFACE,RHCG
APICAL_SURFACE,MAL
APICAL_SURFACE,GSTM3
SPERMATOGENESIS,GSTM3
APICAL_SURFACE,PKHD1
APICAL_SURFACE,MDGA1
APICAL_SURFACE,SLC34A3
APICAL_SURFACE,GHRL
APICAL_SURFACE,DCBLD2
INFLAMMATORY_RESPONSE,DCBLD2
KRAS_SIGNALING_UP,DCBLD2
APICAL_SURFACE,CD160
APICAL_SURFACE,GAS1
EPITHELIAL_MESENCHYMAL_TRANSITION,GAS1
APICAL_SURFACE,CROCC
APICAL_SURFACE,AFAP1L2
ALLOGRAFT_REJECTION,LYN
APICAL_SURFACE,LYN
INFLAMMATORY_RESPONSE,LYN
UV_RESPONSE_UP,LYN
COMPLEMENT,LYN
APICAL_SURFACE,ATP8B1
APICAL_SURFACE,LYPD3
KRAS_SIGNALING_DN,LYPD3
APICAL_SURFACE,SCUBE1
APICAL_SURFACE,SLC22A12
APICAL_SURFACE,EPHB4
APICAL_SURFACE,FLOT2
APICAL_SURFACE,PCSK9
COMPLEMENT,PCSK9
APICAL_SURFACE,SLC2A4
HEDGEHOG_SIGNALING,L1CAM
XENOBIOTIC_METABOLISM,PLG
HEDGEHOG_SIGNALING,PLG
COAGULATION,PLG
COMPLEMENT,PLG
HEDGEHOG_SIGNALING,AMOT
HEDGEHOG_SIGNALING,UNC5C
HEDGEHOG_SIGNALING,DPYSL2
IL2_STAT5_SIGNALING,NRP1
UV_RESPONSE_DN,NRP1
HEDGEHOG_SIGNALING,NRP1
ANGIOGENESIS,NRP1
KRAS_SIGNALING_UP,NRP1
HEDGEHOG_SIGNALING,SHH
HEDGEHOG_SIGNALING,NRP2
HEDGEHOG_SIGNALING,LDB1
HEDGEHOG_SIGNALING,ADGRG1
HEDGEHOG_SIGNALING,CRMP1
HEDGEHOG_SIGNALING,SCG2
EPITHELIAL_MESENCHYMAL_TRANSITION,SCG2
HEDGEHOG_SIGNALING,GLI1
HEDGEHOG_SIGNALING,CDK5R1
P53_PATHWAY,CDK5R1
COMPLEMENT,CDK5R1
HEDGEHOG_SIGNALING,SLIT1
HEDGEHOG_SIGNALING,TLE1
HEDGEHOG_SIGNALING,NKX6-1
PANCREAS_BETA_CELLS,NKX6-1
HEDGEHOG_SIGNALING,NRCAM
HEDGEHOG_SIGNALING,RTN1
ALLOGRAFT_REJECTION,GZMB
COMPLEMENT,GZMB
COMPLEMENT,PRCP
COMPLEMENT,PIK3CG
COMPLEMENT,PRDM4
COAGULATION,F10
XENOBIOTIC_METABOLISM,F10
COMPLEMENT,F10
COMPLEMENT,PRSS36
P53_PATHWAY,CTSD
COMPLEMENT,CTSD
COAGULATION,DUSP6
KRAS_SIGNALING_UP,DUSP6
COMPLEMENT,DUSP6
COMPLEMENT,CD46
COMPLEMENT,LIPA
COAGULATION,CTSH
COMPLEMENT,CTSH
COMPLEMENT,GMFB
COMPLEMENT,ZEB1
COAGULATION,CPQ
COMPLEMENT,CPQ
COAGULATION,FN1
EPITHELIAL_MESENCHYMAL_TRANSITION,FN1
COMPLEMENT,FN1
INFLAMMATORY_RESPONSE,CD55
COMPLEMENT,CD55
COMPLEMENT,SIRT6
COAGULATION,LRP1
EPITHELIAL_MESENCHYMAL_TRANSITION,LRP1
COMPLEMENT,LRP1
COMPLEMENT,ERAP2
COMPLEMENT,GZMK
OXIDATIVE_PHOSPHORYLATION,PDP1
COMPLEMENT,PDP1
COMPLEMENT,MMP13
COMPLEMENT,RBSN
COAGULATION,TMPRSS6
COMPLEMENT,TMPRSS6
COMPLEMENT,PHEX
COMPLEMENT,CBLB
COMPLEMENT,DOCK10
COMPLEMENT,AKAP10
KRAS_SIGNALING_UP,FCER1G
COMPLEMENT,FCER1G
COMPLEMENT,CTSL
MTORC1_SIGNALING,LTA4H
COAGULATION,LTA4H
COMPLEMENT,LTA4H
COMPLEMENT,ZFPM2
COMPLEMENT,PIK3CA
COMPLEMENT,VCPIP1
COMPLEMENT,PCLO
INFLAMMATORY_RESPONSE,RHOG
COMPLEMENT,RHOG
COMPLEMENT,DOCK9
COAGULATION,FYN
UV_RESPONSE_DN,FYN
COMPLEMENT,FYN
COMPLEMENT,MSRB1
COMPLEMENT,PPP4C
COMPLEMENT,CALM1
COMPLEMENT,SH2B3
COMPLEMENT,CASP5
COAGULATION,RABIF
COMPLEMENT,RABIF
PI3K_AKT_MTOR_SIGNALING,RAF1
INFLAMMATORY_RESPONSE,RAF1
COMPLEMENT,RAF1
COMPLEMENT,GNB4
PANCREAS_BETA_CELLS,DPP4
COAGULATION,DPP4
COMPLEMENT,DPP4
COAGULATION,PREP
COMPLEMENT,PREP
XENOBIOTIC_METABOLISM,HNF4A
COAGULATION,HNF4A
COMPLEMENT,HNF4A
COMPLEMENT,FCN1
COMPLEMENT,DGKG
COMPLEMENT,ITGAM
COAGULATION,CSRP1
COMPLEMENT,CSRP1
COAGULATION,KLKB1
COMPLEMENT,KLKB1
IL2_STAT5_SIGNALING,SERPINC1
COAGULATION,SERPINC1
COMPLEMENT,SERPINC1
ALLOGRAFT_REJECTION,WAS
COMPLEMENT,WAS
COMPLEMENT,MT3
HEME_METABOLISM,USP15
COMPLEMENT,USP15
ALLOGRAFT_REJECTION,CTSS
KRAS_SIGNALING_UP,CTSS
COMPLEMENT,CTSS
COMPLEMENT,CR2
COMPLEMENT,PPP2CB
GLYCOLYSIS,PPP2CB
COMPLEMENT,APOBEC3G
COMPLEMENT,MMP12
COAGULATION,MMP8
COMPLEMENT,MMP8
ALLOGRAFT_REJECTION,LCK
BILE_ACID_METABOLISM,LCK
PI3K_AKT_MTOR_SIGNALING,LCK
INFLAMMATORY_RESPONSE,LCK
COMPLEMENT,LCK
COAGULATION,C9
COMPLEMENT,C9
COMPLEMENT,CPM
COMPLEMENT,S100A12
COAGULATION,CTSV
UV_RESPONSE_UP,CTSV
COMPLEMENT,CTSV
COMPLEMENT,KCNIP2
COAGULATION,GNB2
COMPLEMENT,GNB2
COAGULATION,GP1BA
INFLAMMATORY_RESPONSE,GP1BA
KRAS_SIGNALING_DN,GP1BA
COMPLEMENT,GP1BA
COMPLEMENT,F5
COAGULATION,MMP15
COMPLEMENT,MMP15
COAGULATION,C1QA
COMPLEMENT,C1QA
ALLOGRAFT_REJECTION,CD40LG
KRAS_SIGNALING_DN,CD40LG
COMPLEMENT,CD40LG
UV_RESPONSE_UP,C4BPB
COMPLEMENT,C4BPB
COMPLEMENT,DGKH
COMPLEMENT,CASP10
COMPLEMENT,KIF2A
GLYCOLYSIS,KIF2A
SPERMATOGENESIS,SCG3
KRAS_SIGNALING_UP,SCG3
COMPLEMENT,SCG3
COMPLEMENT,GNG2
COMPLEMENT,USP16
COMPLEMENT,GCA
COMPLEMENT,ITIH1
COAGULATION,ITIH1
XENOBIOTIC_METABOLISM,ITIH1
COMPLEMENT,CALM3
COMPLEMENT,USP14
COAGULATION,ANG
COMPLEMENT,ANG
GLYCOLYSIS,ANG
REACTIVE_OXYGEN_SPECIES_PATHWAY,ATOX1
COMPLEMENT,ATOX1
COMPLEMENT,L3MBTL4
COMPLEMENT,RCE1
COMPLEMENT,KLK1
COMPLEMENT,F7
COMPLEMENT,USP8
UV_RESPONSE_UP,PRKCD
COMPLEMENT,PRKCD
COMPLEMENT,PRSS3
COAGULATION,GP9
COMPLEMENT,GP9
COAGULATION,S100A13
COMPLEMENT,S100A13
COMPLEMENT,ADRA2B
COMPLEMENT,C1QC
COMPLEMENT,DYRK2
COMPLEMENT,HPCAL4
COMPLEMENT,PLA2G7
COMPLEMENT,BRPF3
COAGULATION,APOC1
COMPLEMENT,APOC1
COMPLEMENT,SPOCK2
COMPLEMENT,CD59
EPITHELIAL_MESENCHYMAL_TRANSITION,CD59
COMPLEMENT,APOA4
COAGULATION,MMP14
EPITHELIAL_MESENCHYMAL_TRANSITION,MMP14
INFLAMMATORY_RESPONSE,MMP14
UV_RESPONSE_UP,MMP14
COMPLEMENT,MMP14
COMPLEMENT,APOBEC3F
COMPLEMENT,HSPA1A
COMPLEMENT,CR1
COAGULATION,CTSO
COMPLEMENT,CTSO
COMPLEMENT,RNF4
OXIDATIVE_PHOSPHORYLATION,FDX1
COMPLEMENT,FDX1
COMPLEMENT,GNGT2
COMPLEMENT,KCNIP3
ALLOGRAFT_REJECTION,C2
COAGULATION,C2
COMPLEMENT,C2
HEME_METABOLISM,CTSB
COAGULATION,CTSB
COMPLEMENT,CTSB
COAGULATION,F8
COMPLEMENT,F8
MYC_TARGETS_V1,NHP2
UNFOLDED_PROTEIN_RESPONSE,NHP2
OXIDATIVE_PHOSPHORYLATION,HSPA9
MTORC1_SIGNALING,HSPA9
UNFOLDED_PROTEIN_RESPONSE,HSPA9
UNFOLDED_PROTEIN_RESPONSE,DNAJA4
UNFOLDED_PROTEIN_RESPONSE,SLC30A5
UNFOLDED_PROTEIN_RESPONSE,NFYA
MTORC1_SIGNALING,SERP1
UNFOLDED_PROTEIN_RESPONSE,SERP1
MYC_TARGETS_V2,NOP56
MYC_TARGETS_V1,NOP56
UNFOLDED_PROTEIN_RESPONSE,NOP56
E2F_TARGETS,NOP56
UNFOLDED_PROTEIN_RESPONSE,FKBP14
UNFOLDED_PROTEIN_RESPONSE,SDAD1
UNFOLDED_PROTEIN_RESPONSE,ZBTB17
UNFOLDED_PROTEIN_RESPONSE,WIPI1
UNFOLDED_PROTEIN_RESPONSE,TATDN2
UNFOLDED_PROTEIN_RESPONSE,EDC4
UNFOLDED_PROTEIN_RESPONSE,EIF4A3
UNFOLDED_PROTEIN_RESPONSE,LSM1
UNFOLDED_PROTEIN_RESPONSE,ATF4
MTORC1_SIGNALING,SSR1
UNFOLDED_PROTEIN_RESPONSE,SSR1
UNFOLDED_PROTEIN_RESPONSE,DCP1A
UNFOLDED_PROTEIN_RESPONSE,DCTN1
UNFOLDED_PROTEIN_RESPONSE,CNOT6
UNFOLDED_PROTEIN_RESPONSE,SPCS1
PANCREAS_BETA_CELLS,SPCS1
MYC_TARGETS_V2,EXOSC5
UNFOLDED_PROTEIN_RESPONSE,EXOSC5
UNFOLDED_PROTEIN_RESPONSE,CHAC1
ALLOGRAFT_REJECTION,NPM1
MYC_TARGETS_V1,NPM1
UNFOLDED_PROTEIN_RESPONSE,NPM1
MYC_TARGETS_V2,NPM1
UNFOLDED_PROTEIN_RESPONSE,MTREX
MTORC1_SIGNALING,CALR
UNFOLDED_PROTEIN_RESPONSE,CALR
PI3K_AKT_MTOR_SIGNALING,CALR
UNFOLDED_PROTEIN_RESPONSE,NOP14
UNFOLDED_PROTEIN_RESPONSE,YIF1A
UNFOLDED_PROTEIN_RESPONSE,LSM4
MTORC1_SIGNALING,PSAT1
UNFOLDED_PROTEIN_RESPONSE,PSAT1
UNFOLDED_PROTEIN_RESPONSE,EXOSC10
UNFOLDED_PROTEIN_RESPONSE,EXOC2
UNFOLDED_PROTEIN_RESPONSE,SKIC3
UNFOLDED_PROTEIN_RESPONSE,ERN1
UNFOLDED_PROTEIN_RESPONSE,CEBPG
UV_RESPONSE_UP,CEBPG
UNFOLDED_PROTEIN_RESPONSE,KHSRP
MYC_TARGETS_V1,EIF2S1
UNFOLDED_PROTEIN_RESPONSE,EIF2S1
E2F_TARGETS,EIF2S1
UNFOLDED_PROTEIN_RESPONSE,PDIA6
UNFOLDED_PROTEIN_RESPONSE,NFYB
UNFOLDED_PROTEIN_RESPONSE,ALDH18A1
UNFOLDED_PROTEIN_RESPONSE,ARFGAP1
UNFOLDED_PROTEIN_RESPONSE,CNOT4
MTORC1_SIGNALING,HSP90B1
PI3K_AKT_MTOR_SIGNALING,HSP90B1
UNFOLDED_PROTEIN_RESPONSE,HSP90B1
UNFOLDED_PROTEIN_RESPONSE,EXOSC9
UNFOLDED_PROTEIN_RESPONSE,PDIA5
UNFOLDED_PROTEIN_RESPONSE,BAG3
UNFOLDED_PROTEIN_RESPONSE,SRPRA
MYC_TARGETS_V1,IARS1
UNFOLDED_PROTEIN_RESPONSE,IARS1
UNFOLDED_PROTEIN_RESPONSE,ATP6V0D1
UNFOLDED_PROTEIN_RESPONSE,YWHAZ
MTORC1_SIGNALING,ASNS
HEME_METABOLISM,ASNS
UNFOLDED_PROTEIN_RESPONSE,ASNS
UV_RESPONSE_UP,ASNS
UNFOLDED_PROTEIN_RESPONSE,EXOSC2
UNFOLDED_PROTEIN_RESPONSE,FUS
UNFOLDED_PROTEIN_RESPONSE,DCP2
UNFOLDED_PROTEIN_RESPONSE,ATF6
UNFOLDED_PROTEIN_RESPONSE,CXXC1
UNFOLDED_PROTEIN_RESPONSE,CNOT2
UNFOLDED_PROTEIN_RESPONSE,EEF2
UNFOLDED_PROTEIN_RESPONSE,RRP9
MTORC1_SIGNALING,RRP9
MYC_TARGETS_V2,RRP9
